,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
18,20,Restaurang Krakow,ChIJH695km3zT0YRPn54GZzkYe8,0x464ff36d9279af1f:0xef61e49c19787e3e,17249319406899068478,https://serpapi.com/search.json?data_id=0x464ff36d9279af1f%3A0xef61e49c19787e3e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36d9279af1f%3A0xef61e49c19787e3e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6955071, 'longitude': 11.9686731}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36d9279af1f%3A0xef61e49c19787e3e%218m2%213d57.6955071%214d11.9686731&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.3,523.0,$$,Polsk restaurang,"Karl Gustavsgatan 28B, 411 25 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–23', 'lördag': '15–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 76 720 19 98,https://www.krakowgbg.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMmHhaWXDBHLsSwerw7hGrS9fwrrPRu8luYf1jQ=w122-h92-k-no,,,
19,21,Restaurang Simba Göteborg,ChIJlZpuLmHzT0YRuTF1uCb63K8,0x464ff3612e6e9a95:0xafdcfa26b87531b9,12672278495724122553,https://serpapi.com/search.json?data_id=0x464ff3612e6e9a95%3A0xafdcfa26b87531b9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3612e6e9a95%3A0xafdcfa26b87531b9&engine=google_maps_photos&hl=sv,"{'latitude': 57.709574599999996, 'longitude': 11.9638308}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3612e6e9a95%3A0xafdcfa26b87531b9%218m2%213d57.709574599999996%214d11.9638308&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,1011.0,$$,Etiopisk restaurang,"Sankt Eriksgatan 3, 411 05 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 16 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 16 på fre,"{'torsdag': '16–22', 'fredag': '16–22:30', 'lördag': '16–22:30', 'söndag': '16–21:30', 'måndag': 'Stängt', 'tisdag': '16–22', 'onsdag': '16–22'}",+46 31 13 00 02,https://restaurangsimba.se/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPZ8w-YFL-i2FwljXalv75bVONMsNv6gK6S7Hv2=w122-h92-k-no,,,
0,1,Tugg Burgers,ChIJt2e12WXzT0YR1mzQqaFk6bc,0x464ff365d9b567b7:0xb7e964a1a9d06cd6,13252234024015916246,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053108, 'longitude': 11.9656667}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6%218m2%213d57.7053108%214d11.9656667&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.3,2667.0,$$,Hamburgerrestaurang,"Drottninggatan 21, 411 14 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 19 97 99,https://tuggburgers.se/vara-restauranger/tugg-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM3dyHUFtrf_l9XbhH0bOQF2x6AqAtiTz0qPOdD=w163-h92-k-no,,,
1,2,Restaurang &,ChIJt2u4kHfzT0YRST1UY3EAqk4,0x464ff37790b86bb7:0x4eaa007163543d49,5668343567996960073,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_photos&hl=sv,"{'latitude': 57.7002143, 'longitude': 11.986703799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37790b86bb7%3A0x4eaa007163543d49%218m2%213d57.7002143%214d11.986703799999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,3.9,40.0,$,Lunchrestaurang,"Skånegatan 20, 412 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–13:30', 'fredag': '11:30–13:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11:30–13:30', 'tisdag': '11:30–13:30', 'onsdag': '11:30–13:30'}",+46 31 367 02 67,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcaDF0Hw2sH-JE_cc_unEd9iwtX8OhmS2g6i5u=w122-h92-k-no,,True,
2,3,Tildas Restaurang,ChIJbcm8Dqf0T0YRb1RSDcEDLMc,0x464ff4a70ebcc96d:0xc72c03c10d52546f,14351850240209998959,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_photos&hl=sv,"{'latitude': 57.718199299999995, 'longitude': 11.949678599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a70ebcc96d%3A0xc72c03c10d52546f%218m2%213d57.718199299999995%214d11.949678599999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.3,1315.0,$$,Restaurang,"Herkulesgatan 7, 417 01 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–00', 'lördag': '11–00', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 22 15 08,https://www.tildasrestaurang.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMZsduhnPXgX2Kzg2lL-nN7Qm0EbKixZBKczeoL=w122-h92-k-no,,,
3,4,Schnitzelplatz Lagerhuset,ChIJxfvfxw7zT0YRxRrI7D_fnOo,0x464ff30ec7dffbc5:0xea9cdf3fecc81ac5,16905632566890470085,https://serpapi.com/search.json?data_id=0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5&engine=google_maps_photos&hl=sv,"{'latitude': 57.7019429, 'longitude': 11.9539796}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5%218m2%213d57.7019429%214d11.9539796&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.1,973.0,$$,Restaurang,"Heurlins Plats 1, 413 01 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11–00', 'fredag': '11–01', 'lördag': '13–01', 'söndag': '13–01', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–00'}",+46 31 13 59 14,https://schnitzelplatz.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOAkzwQ9rwBl-RD_GlHLEyl4B_iycgMVTCTJVez=w122-h92-k-no,,,
4,5,Hagabions Café,ChIJOat8zkHzT0YRuWp6Ku0Kvsk,0x464ff341ce7cab39:0xc9be0aed2a7a6ab9,14537068660934732473,https://serpapi.com/search.json?data_id=0x464ff341ce7cab39%3A0xc9be0aed2a7a6ab9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341ce7cab39%3A0xc9be0aed2a7a6ab9&engine=google_maps_photos&hl=sv,"{'latitude': 57.6964805, 'longitude': 11.950703299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341ce7cab39%3A0xc9be0aed2a7a6ab9%218m2%213d57.6964805%214d11.950703299999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.4,312.0,$$,Restaurang,"Linnégatan 21, 413 04 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '11:30–01', 'lördag': '12:30–01', 'söndag': '12:30–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23'}",,http://www.hagabionscafe.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOxaBcAQJep_alD1XTpbE8k5wFVGrZpS3Q2AtLr=w122-h92-k-no,,True,
5,6,Jureskogs (Göteborg),ChIJy5s3BJXzT0YRk9lsCN1VSkc,0x464ff39504379bcb:0x474a55dd086cd993,5137012732786956691,https://serpapi.com/search.json?data_id=0x464ff39504379bcb%3A0x474a55dd086cd993&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39504379bcb%3A0x474a55dd086cd993&engine=google_maps_photos&hl=sv,"{'latitude': 57.705923399999996, 'longitude': 11.979217199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39504379bcb%3A0x474a55dd086cd993%218m2%213d57.705923399999996%214d11.979217199999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,3.8,262.0,$$,Hamburgerrestaurang,"Parkgatan 53A, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–21', 'lördag': '11–21', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",,https://www.jureskogs.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNzHpGmxJAcKhVv9q8dxEWBFLMSZ_DnXn1HSJrk=w122-h92-k-no,,,
6,7,Restaurang Lai Wa,ChIJ9Td17G7zT0YR-TqsDQsyQxw,0x464ff36eec7537f5:0x1c43320b0dac3af9,2036526479557016313,https://serpapi.com/search.json?data_id=0x464ff36eec7537f5%3A0x1c43320b0dac3af9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36eec7537f5%3A0x1c43320b0dac3af9&engine=google_maps_photos&hl=sv,"{'latitude': 57.6992656, 'longitude': 11.965344}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36eec7537f5%3A0x1c43320b0dac3af9%218m2%213d57.6992656%214d11.965344&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.1,293.0,$$,Restaurang,"Storgatan 11, 411 24 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 15,Stängt ⋅ Öppnar fre kl. 15,"{'torsdag': '15–21', 'fredag': '15–21:30', 'lördag': '12–21:30', 'söndag': '12–21', 'måndag': '15–21', 'tisdag': '15–21', 'onsdag': 'Stängt'}",+46 31 711 02 39,http://www.lai-wa.se/,"{'servering': True, 'hämtning_utanför': True}",https://lh5.googleusercontent.com/p/AF1QipM3RhWl72TiONsZp14IhT9sof6Qo9OqACiBmb_J=w122-h92-k-no,,,
7,8,"Gaffelkonst | Restaurang, Butik & Catering",ChIJwcX2YY7zT0YRQWJu621hCR4,0x464ff38e61f6c5c1:0x1e09616deb6e6241,2164368220657443393,https://serpapi.com/search.json?data_id=0x464ff38e61f6c5c1%3A0x1e09616deb6e6241&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff38e61f6c5c1%3A0x1e09616deb6e6241&engine=google_maps_photos&hl=sv,"{'latitude': 57.705126199999995, 'longitude': 11.9789178}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff38e61f6c5c1%3A0x1e09616deb6e6241%218m2%213d57.705126199999995%214d11.9789178&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.3,82.0,,Lunchrestaurang,"Parkgatan 49, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 07:30,Stängt ⋅ Öppnar fre kl. 07:30,"{'torsdag': '07:30–15', 'fredag': '07:30–15', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '07:30–15', 'tisdag': '07:30–15', 'onsdag': '07:30–15'}",+46 31 22 62 69,http://www.gaffelkonst.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPfB2EfQan-TEgSRdJ-LCLO-ajRK9Kz1oBicxI3=w121-h92-k-no,,,
8,9,Che Argento - Restaurang Göteborg,ChIJL1bGltfzT0YR6XKMISCazTU,0x464ff3d796c6562f:0x35cd9a20218c72e9,3876924317028348649,https://serpapi.com/search.json?data_id=0x464ff3d796c6562f%3A0x35cd9a20218c72e9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3d796c6562f%3A0x35cd9a20218c72e9&engine=google_maps_photos&hl=sv,"{'latitude': 57.6981882, 'longitude': 11.9605052}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3d796c6562f%3A0x35cd9a20218c72e9%218m2%213d57.6981882%214d11.9605052&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.8,93.0,,Restaurang,"Sprängkullsgatan 15 Sweden, 411 23 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–18', 'fredag': '11–18', 'lördag': '11–18', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11–18', 'onsdag': '11–18'}",+46 72 442 84 40,https://cheargento.se/,"{'servering': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM3hubCuhWAPO_lO8pE1epUgKmDGFQXhrn2mF-n=w163-h92-k-no,,,
9,10,Villa Odinslund,ChIJq6qqGpvzT0YRXwNFvzrNfC4,0x464ff39b1aaaaaab:0x2e7ccd3abf45035f,3349777875057574751,https://serpapi.com/search.json?data_id=0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f&engine=google_maps_photos&hl=sv,"{'latitude': 57.7020133, 'longitude': 11.9968728}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39b1aaaaaab%3A0x2e7ccd3abf45035f%218m2%213d57.7020133%214d11.9968728&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.5,185.0,,Restaurang,"Carlbergsgatan 10, 412 66 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–13', 'fredag': '11:30–13', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11:30–13', 'tisdag': '11:30–13', 'onsdag': '11:30–13'}",+46 31 40 98 10,http://www.villaodinslund.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipN2sX4djazgquDRvkqTjkyMuuk8m6xziptzFvKm=w138-h92-k-no,,,
10,11,Cà Phê Göteborg,ChIJTSUUGlfzT0YR1uykDRxa8sw,0x464ff3571a14254d:0xccf25a1c0da4ecd6,14767965204635774166,https://serpapi.com/search.json?data_id=0x464ff3571a14254d%3A0xccf25a1c0da4ecd6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3571a14254d%3A0xccf25a1c0da4ecd6&engine=google_maps_photos&hl=sv,"{'latitude': 57.697487699999996, 'longitude': 11.9636126}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3571a14254d%3A0xccf25a1c0da4ecd6%218m2%213d57.697487699999996%214d11.9636126&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.5,132.0,,Vietnamesisk restaurang,"Vasagatan 5C, 411 24 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': '12–19', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 73 741 85 08,http://www.vietcoffee.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMbO_Xl2k-e4ogW0LHnWRuiclRFw8Pzo_TcoBRA=w122-h92-k-no,,,
11,12,Bangkok Kitchen Göteborg,ChIJE18eY0HzT0YRUmd487GvENM,0x464ff341631e5f13:0xd310afb1f3786752,15208849120458991442,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341631e5f13%3A0xd310afb1f3786752&engine=google_maps_photos&hl=sv,"{'latitude': 57.6991376, 'longitude': 11.9477361}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341631e5f13%3A0xd310afb1f3786752%218m2%213d57.6991376%214d11.9477361&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.2,599.0,$$,Thailändsk restaurang,"Andra Långgatan 21, 413 28 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 42 35 53,http://bkgbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPX13-1__MA1aci0Bv6kbHpFKkOKsOFRmB_zenq=w181-h92-k-no,,,
12,13,Pinchos,ChIJYy3JQnDzT0YR0L1q51dH1f8,0x464ff37042c92d63:0xffd54757e76abdd0,18434719092581252560,https://serpapi.com/search.json?data_id=0x464ff37042c92d63%3A0xffd54757e76abdd0&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37042c92d63%3A0xffd54757e76abdd0&engine=google_maps_photos&hl=sv,"{'latitude': 57.7006472, 'longitude': 11.9753321}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37042c92d63%3A0xffd54757e76abdd0%218m2%213d57.7006472%214d11.9753321&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.1,2731.0,$$,Tapasrestaurang,"Vasagatan 43, 411 37 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 16 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 16 på fre,"{'torsdag': '16–22', 'fredag': '16–23', 'lördag': '12–23', 'söndag': '12–21', 'måndag': '16–22', 'tisdag': '16–22', 'onsdag': '16–22'}",+46 72 981 11 28,https://www.pinchos.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNavzfEbpGz5LVCJP40nyZUe0AYQVIxndkDz3he=w122-h92-k-no,,,
13,14,Syrien kitchen & Café - Restaurang Göteborg,ChIJAQBw-370T0YRHriNRlXZAg0,0x464ff47efb700001:0xd02d955468db81e,937550632725624862,https://serpapi.com/search.json?data_id=0x464ff47efb700001%3A0xd02d955468db81e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff47efb700001%3A0xd02d955468db81e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7146414, 'longitude': 12.001704}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff47efb700001%3A0xd02d955468db81e%218m2%213d57.7146414%214d12.001704&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.2,62.0,,Restaurang,"Redbergsvägen 19, 416 65 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–15', 'lördag': 'Stängt', 'söndag': '11–20', 'måndag': 'Stängt', 'tisdag': '11–15', 'onsdag': '11–15'}",+46 76 220 98 22,http://syrienkitchen.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipMWQWAYEQWq3ZC10_WoEh95ec3Mko17WZKvONzp=w138-h92-k-no,,,
14,15,Mikado,ChIJN5gGdXfzT0YRbbIALIvVQEQ,0x464ff37775069837:0x4440d58b2c00b26d,4918165586803995245,https://serpapi.com/search.json?data_id=0x464ff37775069837%3A0x4440d58b2c00b26d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37775069837%3A0x4440d58b2c00b26d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7001724, 'longitude': 11.9850453}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37775069837%3A0x4440d58b2c00b26d%218m2%213d57.7001724%214d11.9850453&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.4,793.0,$$,Japansk restaurang,"Sten Sturegatan 42, 412 52 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '16–22:30', 'fredag': '16–23', 'lördag': '13–23', 'söndag': '13–21', 'måndag': '16–22:30', 'tisdag': '16–22:30', 'onsdag': '16–22:30'}",+46 31 81 14 03,http://www.mikadogoteborg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPaiPLnS3rsKQKIHDy4heEZhgNgQEyI8yqEr6vn=w163-h92-k-no,,,
15,16,Enoteca Maglia,ChIJmbk8gDHzT0YRBDsTouH81cc,0x464ff331803cb999:0xc7d5fce1a2133b04,14399693429604039428,https://serpapi.com/search.json?data_id=0x464ff331803cb999%3A0xc7d5fce1a2133b04&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff331803cb999%3A0xc7d5fce1a2133b04&engine=google_maps_photos&hl=sv,"{'latitude': 57.687490999999994, 'longitude': 11.921496399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff331803cb999%3A0xc7d5fce1a2133b04%218m2%213d57.687490999999994%214d11.921496399999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.2,1059.0,$$$,Italiensk restaurang,"Slottsskogsgatan 46, 414 70 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11:30–00', 'fredag': '11:30–01', 'lördag': '13–01', 'söndag': '15–22', 'måndag': '11:30–00', 'tisdag': '11:30–00', 'onsdag': '11:30–00'}",+46 31 14 24 00,http://www.enotecamaglia.se/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipMVB06FKxa9rPfiUFh3oEfcD-LZ0ogADC4Bl2cr=w122-h92-k-no,,,
16,17,Jinx Dynasty,ChIJtVSpeazzT0YRt48FbXqBJlQ,0x464ff3ac79a954b5:0x5426817a6d058fb7,6063676311116025783,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3ac79a954b5%3A0x5426817a6d058fb7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7035729, 'longitude': 11.965806899999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3ac79a954b5%3A0x5426817a6d058fb7%218m2%213d57.7035729%214d11.965806899999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.6,418.0,,Restaurang,"Vallgatan 21B, 411 16 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–19', 'fredag': '11–20', 'lördag': '12–21', 'söndag': '12–20:30', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–19'}",+46 73 525 98 46,https://www.jinxfoodtruck.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipP9-OQi3tiIr3Vmi0fy3cSKFUIt-z-XsMNZm_32=w163-h92-k-no,,,
17,18,Indian Village | Restaurang & Bar,ChIJKXk902_zT0YRDj-4zDrTm4I,0x464ff36fd33d7929:0x829bd33accb83f0e,9411348095816974094,https://serpapi.com/search.json?data_id=0x464ff36fd33d7929%3A0x829bd33accb83f0e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36fd33d7929%3A0x829bd33accb83f0e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7085918, 'longitude': 11.985253199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36fd33d7929%3A0x829bd33accb83f0e%218m2%213d57.7085918%214d11.985253199999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.6,91.0,$$,Restaurang,"Folkungagatan 12, 411 02 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–22:30', 'lördag': '13–22:30', 'söndag': '13–21:30', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 387 37 32,https://indianvillagegbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPwJuCaFf3t4L9RBNYGWnIRjhSTrTAaBYUygAja=w163-h92-k-no,,,
18,19,Restaurang Sebilj,ChIJ_zWQ2KXzT0YRguWIHsyTTPU,0x464ff3a5d89035ff:0xf54c93cc1e88e582,17675665142417253762,https://serpapi.com/search.json?data_id=0x464ff3a5d89035ff%3A0xf54c93cc1e88e582&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3a5d89035ff%3A0xf54c93cc1e88e582&engine=google_maps_photos&hl=sv,"{'latitude': 57.715044899999995, 'longitude': 11.9456952}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3a5d89035ff%3A0xf54c93cc1e88e582%218m2%213d57.715044899999995%214d11.9456952&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.8,72.0,,Restaurang,"Herkulesgatan 40, 417 01 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–23', 'lördag': '12–23', 'söndag': 'Stängt', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 70 713 80 76,,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNRYulm8FDrhiO3a0rR4XXsyiCZx1CbHxx21jv0=w122-h92-k-no,,,
