position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
4,Beets - Salladsbar Göteborg,ChIJzarRMm3zT0YRk9rvauPF9s4,0x464ff36d32d1aacd:0xcef6c5e36aefda93,14913324796626328211,https://serpapi.com/search.json?data_id=0x464ff36d32d1aacd%3A0xcef6c5e36aefda93&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36d32d1aacd%3A0xcef6c5e36aefda93&engine=google_maps_photos&hl=sv,"{'latitude': 57.7060842, 'longitude': 11.9709816}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36d32d1aacd%3A0xcef6c5e36aefda93%218m2%213d57.7060842%214d11.9709816&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.7,100.0,,Restaurang,"Drottninggatan 55, 411 07 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–16', 'fredag': '11–16', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–16', 'tisdag': '11–16', 'onsdag': '11–16'}",+46 76 022 33 87,https://www.beets.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOxHYSyhewitE9nrmaMICh6C03DLkOZfbPQ4HzN=w137-h92-k-no,,,
5,Valentinas,ChIJMyP-bhnzT0YRyqH5cGI0ZA0,0x464ff3196efe2333:0xd64346270f9a1ca,964953817570976202,https://serpapi.com/search.json?data_id=0x464ff3196efe2333%3A0xd64346270f9a1ca&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3196efe2333%3A0xd64346270f9a1ca&engine=google_maps_photos&hl=sv,"{'latitude': 57.712607399999996, 'longitude': 11.9674699}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3196efe2333%3A0xd64346270f9a1ca%218m2%213d57.712607399999996%214d11.9674699&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.8,61.0,,Restaurang,"Lilla Bommen 2, 411 04 Göteborg, Sverige",Öppet ⋅ Stänger 23:30,Öppet ⋅ Stänger 23:30,"{'torsdag': '09–23:30', 'fredag': '09–23:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '09–16', 'tisdag': '09–16', 'onsdag': '09–16'}",+46 70 862 04 77,http://www.valentinas.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOgXHXPM4zuM_7a3ZOECdtL_y3McVjkcbsgVteh=w122-h92-k-no,,True,
6,Restaurang Simba Göteborg,ChIJlZpuLmHzT0YRuTF1uCb63K8,0x464ff3612e6e9a95:0xafdcfa26b87531b9,12672278495724122553,https://serpapi.com/search.json?data_id=0x464ff3612e6e9a95%3A0xafdcfa26b87531b9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3612e6e9a95%3A0xafdcfa26b87531b9&engine=google_maps_photos&hl=sv,"{'latitude': 57.709574599999996, 'longitude': 11.9638308}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3612e6e9a95%3A0xafdcfa26b87531b9%218m2%213d57.709574599999996%214d11.9638308&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,1011.0,$$,Etiopisk restaurang,"Sankt Eriksgatan 3, 411 05 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '16–22', 'fredag': '16–22:30', 'lördag': '16–22:30', 'söndag': '16–21:30', 'måndag': 'Stängt', 'tisdag': '16–22', 'onsdag': '16–22'}",+46 31 13 00 02,https://restaurangsimba.se/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPZ8w-YFL-i2FwljXalv75bVONMsNv6gK6S7Hv2=w122-h92-k-no,,,
7,Shiraz,ChIJxcjpFGjzT0YR2QSwm49mM4c,0x464ff36814e9c8c5:0x8733668f9bb004d9,9742243185910875353,https://serpapi.com/search.json?data_id=0x464ff36814e9c8c5%3A0x8733668f9bb004d9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36814e9c8c5%3A0x8733668f9bb004d9&engine=google_maps_photos&hl=sv,"{'latitude': 57.7028974, 'longitude': 11.957189}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36814e9c8c5%3A0x8733668f9bb004d9%218m2%213d57.7028974%214d11.957189&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.9,637.0,$$,Persisk restaurang,"Kungsgatan 6A, 411 19 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–20', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 711 10 11,http://shiraz.nu/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPSdQWGXHbExyXPEb5AHI0I-la8RUsbLbbVY44N=w80-h106-k-no,,,
8,TomToms Burritos,ChIJcXLeskHzT0YRbLXC_ckbJqI,0x464ff341b2de7271:0xa2261bc9fdc2b56c,11684056837619103084,https://serpapi.com/search.json?data_id=0x464ff341b2de7271%3A0xa2261bc9fdc2b56c&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff341b2de7271%3A0xa2261bc9fdc2b56c&engine=google_maps_photos&hl=sv,"{'latitude': 57.696270299999995, 'longitude': 11.9492091}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff341b2de7271%3A0xa2261bc9fdc2b56c%218m2%213d57.696270299999995%214d11.9492091&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,786.0,$$,Restaurang,"Prinsgatan 10, 413 05 Göteborg, Sverige",Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11:30 på fre,Stänger snart ⋅ 20:30 ⋅ Öppnar kl. 11:30 på fre,"{'torsdag': '11:30–20:30', 'fredag': '11:30–21', 'lördag': '12–21', 'söndag': '12–18', 'måndag': '11:30–20:30', 'tisdag': '11:30–20:30', 'onsdag': '11:30–20:30'}",+46 31 14 24 40,http://www.tomtoms.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOxJWcPl9_423iePrsOVT9eQ03t_yD0rNj7uWOd=w80-h177-k-no,,,
9,Berzelius Bar & Matsal,ChIJbSob5HbzT0YRuVnBbSEQfgM,0x464ff376e41b2a6d:0x37e10216dc159b9,251656364940679609,https://serpapi.com/search.json?data_id=0x464ff376e41b2a6d%3A0x37e10216dc159b9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376e41b2a6d%3A0x37e10216dc159b9&engine=google_maps_photos&hl=sv,"{'latitude': 57.698453199999996, 'longitude': 11.9825167}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376e41b2a6d%3A0x37e10216dc159b9%218m2%213d57.698453199999996%214d11.9825167&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.1,1062.0,$$,Svensk restaurang,"Södra Vägen 20, 412 54 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '12–22', 'måndag': '11:30–23', 'tisdag': '11:30–23', 'onsdag': '11:30–23'}",+46 31 16 00 30,http://www.berzeliusbar.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOs-jgfhwEDn9qGbsAgWKXqVH6FvM4hTrt9rWv3=w138-h92-k-no,,,
10,Fiskekrogen,ChIJx2RGTGbzT0YRJayaaZXd_Eg,0x464ff3664c4664c7:0x48fcdd95699aac25,5259322098653506597,https://serpapi.com/search.json?data_id=0x464ff3664c4664c7%3A0x48fcdd95699aac25&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3664c4664c7%3A0x48fcdd95699aac25&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053477, 'longitude': 11.961406499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3664c4664c7%3A0x48fcdd95699aac25%218m2%213d57.7053477%214d11.961406499999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.6,1006.0,$$$,Fisk- och skaldjursrestaurang,"Lilla torget 1, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '11:30–22:30', 'fredag': '11:30–00', 'lördag': '13–00', 'söndag': '14–21', 'måndag': '11:30–22:30', 'tisdag': '11:30–22:30', 'onsdag': '11:30–22:30'}",+46 31 10 10 05,http://www.fiskekrogen.se/,"{'servering': True, 'hämtning_utanför': True}",https://lh5.googleusercontent.com/p/AF1QipM8_vJnGUTASXv0fXEDrF8TMmmwOxmsccKmLSoi=w138-h92-k-no,,,
11,Himalaya Kök och Bar - Nepalesisk restaurang,ChIJzZONQxXzT0YRVN5da_OSWKY,0x464ff315438d93cd:0xa65892f36b5dde54,11986491982422597204,https://serpapi.com/search.json?data_id=0x464ff315438d93cd%3A0xa65892f36b5dde54&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff315438d93cd%3A0xa65892f36b5dde54&engine=google_maps_photos&hl=sv,"{'latitude': 57.6920295, 'longitude': 11.951628099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff315438d93cd%3A0xa65892f36b5dde54%218m2%213d57.6920295%214d11.951628099999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,300.0,$$,Nepalesisk restaurang,"Olivedalsgatan 13, 413 10 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': 'Stängt', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 12 61 55,http://www.himalayakok.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipP801vzkfj_csCHwvcPLAdvICfsNpDWurYkwsnE=w122-h92-k-no,,,
12,Diket,ChIJudOtbDXzT0YRuEAT4YRe6Es,0x464ff3356cadd3b9:0x4be85e84e11340b8,5469725672246296760,https://serpapi.com/search.json?data_id=0x464ff3356cadd3b9%3A0x4be85e84e11340b8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3356cadd3b9%3A0x4be85e84e11340b8&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979975, 'longitude': 11.930175}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3356cadd3b9%3A0x4be85e84e11340b8%218m2%213d57.6979975%214d11.930175&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,105.0,,Restaurang,"Karl Johansgatan 11, 414 59 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–00', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 13 13 23,http://diket.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNqWXSy38lQnsze1JZq2jJ9lyMVxEyl7sIVEGV6=w138-h92-k-no,,,
13,The Barn,ChIJK1IOMyqw6UMRzqyaMNgiVds,0x43e9b02a330e522b:0xdb5522d8309aacce,15804576779250347214,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_photos&hl=sv,"{'latitude': 57.7043737, 'longitude': 11.962770299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x43e9b02a330e522b%3A0xdb5522d8309aacce%218m2%213d57.7043737%214d11.962770299999999&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,2837.0,$$,Hamburgerrestaurang,"Kyrkogatan 11, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–14', 'fredag': '11:30–14', 'lördag': '12–00', 'söndag': '13–21', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 352 49 49,http://www.thebarn.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipP_AVZGyEIxZyslbRDqi5RD-UMaHX64AxuxZmyN=w163-h92-k-no,,,
14,Vi Viet,ChIJf6F-Em7zT0YR3mRP1lUM3co,0x464ff36e127ea17f:0xcadd0c55d64f64de,14617853528321778910,https://serpapi.com/search.json?data_id=0x464ff36e127ea17f%3A0xcadd0c55d64f64de&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36e127ea17f%3A0xcadd0c55d64f64de&engine=google_maps_photos&hl=sv,"{'latitude': 57.697931999999994, 'longitude': 11.968857}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36e127ea17f%3A0xcadd0c55d64f64de%218m2%213d57.697931999999994%214d11.968857&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.6,919.0,$$,Vietnamesisk restaurang,"Erik Dahlbergsgatan 20, 411 26 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '17–22', 'fredag': '17–23', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': '17–22', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 13 28 88,http://www.viviet.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOzvGDbR73l0-5Kh5vlxv69QexyDcBScrtuMazc=w80-h106-k-no,Enkel vietnamesisk restaurang. Trivsam restaurang med tegelväggar och vietnamesisk mat.,,
15,Pasta Haus,ChIJGeUk8D_zT0YRj6GBdP7ldt4,0x464ff33ff024e519:0xde76e5fe7481a18f,16030252804710965647,https://serpapi.com/search.json?data_id=0x464ff33ff024e519%3A0xde76e5fe7481a18f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33ff024e519%3A0xde76e5fe7481a18f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6927266, 'longitude': 11.9492459}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33ff024e519%3A0xde76e5fe7481a18f%218m2%213d57.6927266%214d11.9492459&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,3.9,838.0,$$,Italiensk restaurang,"Nordenskiöldsgatan 25, 413 09 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 24 27 11,https://pastahaus.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNHdzIZn1tR3kl24kZ95zJuKXw58G1e_zv0NITn=w122-h92-k-no,"Mysig italiensk restaurang. Informell restaurang med traditionella italienska rätter, pizza och trerättersmenyer i inbjudande miljö.",,
16,Chateau Beirut - Libanesisk restaurang Göteborg,ChIJ29lg_kjzT0YRD6Ti4PtOlGA,0x464ff348fe60d9db:0x60944efbe0e2a40f,6959274167910966287,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983605, 'longitude': 11.9310602}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348fe60d9db%3A0x60944efbe0e2a40f%218m2%213d57.6983605%214d11.9310602&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.2,561.0,$$,Libanesisk restaurang,"Karl Johansgatan 7, 414 59 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 17 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 17 på fre,"{'torsdag': '17–21', 'fredag': '17–22:30', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–21', 'onsdag': '17–21'}",+46 31 24 40 50,https://www.chateaubeirut.se/index.php,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPV_BSfucwDUZFf59o8m83JJpKCqMLZhKdFrn0t=w163-h92-k-no,,,
17,meet,ChIJkWFDQXHzT0YREVITPVDaaQY,0x464ff37141436191:0x669da503d135211,462140474939101713,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37141436191%3A0x669da503d135211&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975403, 'longitude': 11.977685}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37141436191%3A0x669da503d135211%218m2%213d57.6975403%214d11.977685&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.5,663.0,$$$,"Kötträtter, restaurang","Geijersgatan 12, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 23:30,Öppet ⋅ Stänger 23:30,"{'torsdag': '17–23:30', 'fredag': '17–01', 'lördag': '17–01', 'söndag': 'Stängt', 'måndag': '17–23:30', 'tisdag': '17–23:30', 'onsdag': '17–23:30'}",+46 31 18 05 50,http://www.restaurangmeet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNNFQ4Q6NoID0Cd7jA7ktvqQzizE1w4_ZqN0Mxo=w199-h92-k-no,,True,
18,Enoteca del Signore,ChIJodVoNW7zT0YRDuH4wM5AT9w,0x464ff36e3568d5a1:0xdc4f40cec0f8e10e,15874978468249264398,https://serpapi.com/search.json?data_id=0x464ff36e3568d5a1%3A0xdc4f40cec0f8e10e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36e3568d5a1%3A0xdc4f40cec0f8e10e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6999333, 'longitude': 11.9696429}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36e3568d5a1%3A0xdc4f40cec0f8e10e%218m2%213d57.6999333%214d11.9696429&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.0,541.0,$$,Italiensk restaurang,"Vasaplatsen 4, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11–23', 'fredag': '11–00', 'lördag': '13–01', 'söndag': '13–20:30', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23'}",+46 31 13 06 02,http://www.signore.nu/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPkT9rgzBOKti4QomwO9W-JFP7C0_d2XnZ1Tgxz=w138-h92-k-no,,,
19,Spanska Köket,ChIJ0wXJPBHzT0YRl4FfLPP70qI,0x464ff3113cc905d3:0xa2d2fbf32c5f8197,11732717001093644695,https://serpapi.com/search.json?data_id=0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197&engine=google_maps_photos&hl=sv,"{'latitude': 57.6949477, 'longitude': 11.9576245}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3113cc905d3%3A0xa2d2fbf32c5f8197%218m2%213d57.6949477%214d11.9576245&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.3,747.0,$$,Restaurang,"Övre Husargatan 3, 411 22 Göteborg, Sverige",Öppet,,,+46 31 386 06 10,https://spanskakoket.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOYwDMKBanRufVbPEq5AjbPbBAnxD9YUe7xGwk_=w163-h92-k-no,Inbjudande restaurang med spansk mat. Traditionella spanska rätter och tapas serveras på den här trivsamma restaurangen med bar och öppet kök.,,
20,Tugg Burgers,ChIJt2e12WXzT0YR1mzQqaFk6bc,0x464ff365d9b567b7:0xb7e964a1a9d06cd6,13252234024015916246,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053108, 'longitude': 11.9656667}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6%218m2%213d57.7053108%214d11.9656667&engine=google_maps&google_domain=google.se&hl=sv&start=40&type=place,4.3,2667.0,$$,Hamburgerrestaurang,"Drottninggatan 21, 411 14 Göteborg, Sverige",Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 21 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 19 97 99,https://tuggburgers.se/vara-restauranger/tugg-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM3dyHUFtrf_l9XbhH0bOQF2x6AqAtiTz0qPOdD=w163-h92-k-no,,,
1,Restaurang &,ChIJt2u4kHfzT0YRST1UY3EAqk4,0x464ff37790b86bb7:0x4eaa007163543d49,5668343567996960073,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37790b86bb7%3A0x4eaa007163543d49&engine=google_maps_photos&hl=sv,"{'latitude': 57.7002143, 'longitude': 11.986703799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37790b86bb7%3A0x4eaa007163543d49%218m2%213d57.7002143%214d11.986703799999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,3.9,40.0,$,Lunchrestaurang,"Skånegatan 20, 412 51 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11:30,Stängt ⋅ Öppnar fre kl. 11:30,"{'torsdag': '11:30–13:30', 'fredag': '11:30–13:30', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11:30–13:30', 'tisdag': '11:30–13:30', 'onsdag': '11:30–13:30'}",+46 31 367 02 67,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcaDF0Hw2sH-JE_cc_unEd9iwtX8OhmS2g6i5u=w122-h92-k-no,,True,
2,West Coast,ChIJzR5QhZ3zT0YRleTBN3hbiL0,0x464ff39d85501ecd:0xbd885b7837c1e495,13657266441890686101,https://serpapi.com/search.json?data_id=0x464ff39d85501ecd%3A0xbd885b7837c1e495&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39d85501ecd%3A0xbd885b7837c1e495&engine=google_maps_photos&hl=sv,"{'latitude': 57.6974856, 'longitude': 11.989319499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39d85501ecd%3A0xbd885b7837c1e495%218m2%213d57.6974856%214d11.989319499999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.0,52.0,,Fisk- och skaldjursrestaurang,"412 51 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '11:30–22:30', 'fredag': '11:30–23', 'lördag': '12–23', 'söndag': 'Stängt', 'måndag': '11:30–22:30', 'tisdag': '11:30–22:30', 'onsdag': '11:30–22:30'}",+46 31 750 88 38,http://westcoastgbg.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNCmp4dzLX7zcYj-TPjZARliWx1qZcPvmE2aClE=w80-h106-k-no,,True,
3,Tildas Restaurang,ChIJbcm8Dqf0T0YRb1RSDcEDLMc,0x464ff4a70ebcc96d:0xc72c03c10d52546f,14351850240209998959,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a70ebcc96d%3A0xc72c03c10d52546f&engine=google_maps_photos&hl=sv,"{'latitude': 57.718199299999995, 'longitude': 11.949678599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a70ebcc96d%3A0xc72c03c10d52546f%218m2%213d57.718199299999995%214d11.949678599999999&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.3,1315.0,$$,Restaurang,"Herkulesgatan 7, 417 01 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'torsdag': '11–22', 'fredag': '11–00', 'lördag': '11–00', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 22 15 08,https://www.tildasrestaurang.com/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMZsduhnPXgX2Kzg2lL-nN7Qm0EbKixZBKczeoL=w122-h92-k-no,,,
4,Schnitzelplatz Lagerhuset,ChIJxfvfxw7zT0YRxRrI7D_fnOo,0x464ff30ec7dffbc5:0xea9cdf3fecc81ac5,16905632566890470085,https://serpapi.com/search.json?data_id=0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5&engine=google_maps_photos&hl=sv,"{'latitude': 57.7019429, 'longitude': 11.9539796}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30ec7dffbc5%3A0xea9cdf3fecc81ac5%218m2%213d57.7019429%214d11.9539796&engine=google_maps&google_domain=google.se&hl=sv&start=60&type=place,4.1,973.0,$$,Restaurang,"Heurlins Plats 1, 413 01 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11–00', 'fredag': '11–01', 'lördag': '13–01', 'söndag': '13–01', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–00'}",+46 31 13 59 14,https://schnitzelplatz.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOAkzwQ9rwBl-RD_GlHLEyl4B_iycgMVTCTJVez=w122-h92-k-no,,,
